,id,brand_id,forum_topic_id,organization_id,problem_id,requester_id,submitter_id,created_at,description,due,external_id,followup_ids,priority,public,recipient,status,subject,type,updated_at,via_channel,via_followup_source_id,merged_ticket_ids
114,115,514,4,3,514,531,3,2021-07-12 00:36:37,Porro sit est dolorem dolor. Non adipisci numquam est sit. Dolor modi magnam modi aliquam quiquia. Amet magnam consectetur quaerat. Quaerat non porro labore labore est quaerat. Non amet dolorem voluptatem tempora aliquam. Dolorem dolor consectetur aliquam. Porro amet modi numquam est numquam. Amet labore voluptatem sed velit dolorem quiquia.,2021-11-16 06:55:34,,,high,False,courtneywilson@phillips-reese.com,solved,Ut ipsum sed velit porro. Velit dolorem dolorem dolorem eius quisquam sed. Amet magnam numquam consectetur numquam quisquam quiquia ipsum. Porro consectetur sed est non. Consectetur quaerat numquam ipsum.,task,2022-07-02 20:41:39,helpcenter,,
115,116,514,5,5,514,385,509,2021-05-30 00:21:43,Non porro labore velit quaerat eius. Adipisci eius numquam sit. Non velit aliquam modi quiquia non quisquam. Eius quisquam quiquia sed velit eius consectetur. Adipisci dolor sed dolorem amet eius. Ipsum velit quaerat consectetur dolorem est. Numquam etincidunt dolorem neque magnam magnam ipsum ipsum.,2021-11-12 23:59:56,,,normal,False,donaldibarra@yahoo.com,pending,Numquam voluptatem ut consectetur dolorem porro modi dolorem. Quaerat amet quiquia labore sed est. Tempora modi voluptatem quisquam quisquam sed. Etincidunt dolor dolore adipisci adipisci quaerat. Magnam magnam voluptatem aliquam ut est. Tempora sed ipsum consectetur velit magnam. Sed aliquam labore sit sit neque. Non dolor aliquam dolorem numquam magnam quisquam etincidunt.,task,2021-07-27 10:54:22,facebook_message,,
116,117,514,1,5,514,2,274,2021-01-17 16:46:17,Velit neque consectetur consectetur etincidunt dolore numquam. Modi ut quiquia neque amet aliquam. Non amet modi dolorem amet aliquam adipisci. Quaerat numquam amet est porro sed. Quiquia amet ut quiquia sed porro. Adipisci dolore tempora velit. Amet adipisci est ut quisquam quisquam amet. Dolor porro voluptatem tempora tempora numquam dolore.,2021-06-16 02:33:41,,,urgent,False,rebeccasanders@walker.com,on-hold,Quiquia porro velit sit porro. Modi adipisci etincidunt amet ipsum quiquia. Neque quiquia ut dolorem. Numquam sed porro modi. Porro tempora adipisci modi tempora quiquia non eius. Labore dolorem voluptatem ipsum.,incident,2021-02-05 05:41:36,chat,,
117,118,514,5,3,514,725,243,2022-03-22 13:30:22,Modi quisquam non consectetur tempora adipisci eius dolorem. Non sit numquam neque dolorem adipisci sit consectetur. Tempora quiquia aliquam eius dolor. Amet sit ipsum magnam. Numquam tempora dolor etincidunt etincidunt numquam velit. Quisquam tempora sed aliquam amet eius. Non dolore eius modi ut amet dolorem. Dolorem adipisci velit sit dolore. Neque neque velit non quiquia modi est eius.,2022-11-20 09:02:32,,,high,True,debrajones@meadows.net,solved,Modi amet est dolorem tempora est amet. Consectetur labore dolorem eius. Porro labore dolor voluptatem labore. Est voluptatem tempora est quisquam ut numquam quisquam. Est voluptatem quisquam labore eius non. Sed ipsum neque consectetur quaerat. Dolor quiquia ipsum voluptatem. Aliquam quiquia non velit tempora quaerat ut. Sed adipisci ipsum consectetur modi porro neque. Aliquam eius quaerat sed.,question,2022-06-27 16:51:17,helpcenter,,
118,119,514,4,4,514,718,834,2022-02-20 20:22:52,Voluptatem ut neque dolorem tempora adipisci. Quiquia amet quiquia labore sed. Est sit dolore magnam numquam modi. Consectetur non numquam sit sit magnam dolor. Neque eius est labore magnam. Quiquia dolore voluptatem adipisci quaerat. Dolore modi magnam porro non etincidunt ipsum. Numquam non dolor amet sed eius ut.,2023-01-28 16:16:40,,,normal,False,ppope@pacheco-sims.biz,on-hold,Quisquam ut numquam magnam. Adipisci consectetur ipsum est neque. Dolorem ipsum etincidunt adipisci ut consectetur velit. Ipsum aliquam modi voluptatem. Neque dolorem sed ut velit dolore voluptatem sed. Velit voluptatem quaerat aliquam labore.,question,2022-11-11 11:52:09,mail,,
119,120,514,1,5,514,603,161,2022-08-13 04:19:28,Etincidunt adipisci labore quisquam. Quisquam non numquam dolor voluptatem. Eius numquam sit eius voluptatem numquam ut. Eius voluptatem sed sed dolore non dolore. Neque modi sit modi est. Quiquia neque est quiquia. Adipisci dolorem magnam porro dolore ut. Adipisci dolore neque voluptatem. Ut dolorem sed sit quiquia sed dolor quisquam.,2023-01-29 11:44:50,,,urgent,False,carterlorraine@taylor.com,new,Modi magnam quisquam numquam non. Numquam magnam amet quisquam velit. Sit dolor ut quaerat quiquia. Modi amet modi numquam dolor eius numquam numquam. Sit tempora quaerat aliquam.,task,2022-10-16 05:56:40,helpcenter,,
120,121,514,2,4,514,113,226,2021-04-08 01:57:06,Non sit est est numquam sed dolore adipisci. Amet sit etincidunt quisquam est ut adipisci. Adipisci consectetur numquam numquam velit numquam modi magnam. Magnam sit quisquam numquam etincidunt sed. Est sed sit numquam modi etincidunt consectetur neque.,2021-06-15 17:02:38,,,high,True,betty36@ramirez-anderson.com,new,Magnam numquam ut velit. Voluptatem neque magnam quisquam dolore numquam. Tempora magnam non tempora dolorem dolore. Modi modi numquam non amet dolore aliquam. Labore ut velit sit. Velit ipsum eius eius consectetur numquam. Eius sed est labore magnam tempora. Velit amet adipisci dolor. Quisquam sed tempora quiquia est porro. Magnam dolorem velit modi quaerat.,task,2021-08-24 07:55:50,web_form,,
121,122,514,4,2,514,108,423,2022-02-05 16:14:51,Voluptatem voluptatem adipisci labore modi voluptatem consectetur. Tempora modi quaerat neque consectetur. Modi quaerat dolore amet est adipisci labore. Non etincidunt ut porro. Velit est velit amet consectetur non modi. Numquam sit quisquam ut amet. Modi quaerat ut aliquam porro. Voluptatem quisquam quaerat quisquam modi etincidunt etincidunt.,2022-08-01 05:11:36,,,low,False,ngomez@mccullough.com,new,Dolorem dolorem velit quaerat dolorem etincidunt. Adipisci tempora etincidunt est eius modi dolorem. Quaerat magnam etincidunt dolore quiquia numquam quisquam. Etincidunt adipisci voluptatem etincidunt consectetur non aliquam modi. Dolore modi neque sit ipsum. Numquam numquam eius voluptatem tempora magnam quisquam non. Modi modi neque sed adipisci.,task,2022-08-27 02:03:52,helpcenter,,
122,123,514,4,2,514,150,581,2022-02-20 10:10:35,Porro consectetur voluptatem voluptatem dolor consectetur. Consectetur sed velit neque numquam non numquam. Sit numquam dolor numquam modi ipsum quiquia. Dolore neque numquam numquam modi tempora sit quiquia. Eius neque aliquam ipsum voluptatem dolorem etincidunt. Est non non etincidunt. Dolore magnam ut quiquia dolorem dolorem dolorem tempora.,2022-08-08 21:08:54,,,urgent,True,boydmegan@gmail.com,on-hold,Tempora adipisci numquam est modi dolore labore. Eius consectetur etincidunt eius dolore amet. Consectetur quaerat ipsum numquam dolor est velit. Amet dolore dolore aliquam etincidunt quiquia. Voluptatem dolor dolor amet magnam. Dolore eius velit labore adipisci magnam tempora. Ut ut tempora porro.,question,2022-10-21 17:25:46,mail,,
123,124,514,1,2,514,591,863,2022-05-04 01:31:16,Numquam sit dolor dolor. Quaerat modi ut sed etincidunt neque porro. Quaerat quaerat ut aliquam est adipisci. Neque magnam amet porro labore ut tempora. Velit etincidunt quiquia neque adipisci aliquam sit sed. Ut aliquam quiquia porro voluptatem. Non quiquia dolor quaerat labore eius. Neque modi numquam eius dolor. Non sit quaerat ut dolore. Amet labore etincidunt ut tempora consectetur.,2023-04-19 17:45:36,,,urgent,False,lscott@meyer-perez.com,solved,Adipisci quisquam voluptatem magnam etincidunt sed dolore velit. Ut adipisci est modi adipisci velit labore. Ipsum est etincidunt ipsum quisquam numquam ut voluptatem. Quaerat quiquia quiquia aliquam. Ipsum consectetur adipisci eius ut.,incident,2022-11-09 18:12:58,web_form,,
124,125,514,3,5,514,270,261,2021-03-11 22:56:20,Labore neque etincidunt tempora labore quaerat porro. Non sit dolore aliquam. Magnam labore magnam quaerat neque neque. Porro eius etincidunt etincidunt sed. Quiquia quaerat etincidunt consectetur non dolor consectetur. Dolorem labore labore eius dolore est. Labore porro sed dolor. Consectetur non etincidunt eius adipisci ipsum modi labore. Quiquia ipsum sed ut labore. Sed aliquam quaerat ipsum dolorem non porro quiquia.,2021-07-22 09:26:21,,,low,False,georgemedina@johnson.net,open,Consectetur quisquam velit quaerat. Sed adipisci dolorem quiquia. Voluptatem numquam magnam sit. Magnam ipsum quiquia amet porro quaerat magnam dolore. Dolore etincidunt aliquam dolor labore sed. Amet aliquam labore tempora etincidunt. Consectetur tempora ut consectetur ipsum sit.,question,2022-01-30 17:20:07,mail,,
125,126,514,1,5,514,68,336,2022-09-03 10:52:54,Sit magnam magnam velit est numquam. Velit consectetur quaerat voluptatem. Porro quaerat est amet numquam non. Adipisci quaerat ut amet sit. Dolorem dolor aliquam adipisci consectetur labore. Dolore ipsum sit dolorem. Sed non quisquam modi consectetur modi. Est consectetur velit modi ut consectetur dolorem.,2023-08-21 20:02:33,,,low,False,omendoza@yahoo.com,solved,Quisquam porro dolore quiquia est. Non etincidunt porro modi amet non. Dolor numquam sit voluptatem amet modi aliquam dolor. Voluptatem dolor voluptatem neque sit modi voluptatem voluptatem. Eius sit quiquia quaerat.,task,2022-10-23 13:40:09,helpcenter,,
126,127,514,3,4,514,874,128,2022-07-30 10:01:23,Sit quiquia aliquam dolorem velit. Est quisquam adipisci amet quiquia sit dolore sed. Magnam quaerat etincidunt eius est sit magnam non. Neque voluptatem amet amet consectetur dolor aliquam. Dolorem ut adipisci dolorem numquam magnam aliquam. Sit quiquia etincidunt quaerat. Eius amet velit labore quisquam sed etincidunt. Sit dolorem velit amet modi quiquia.,2022-09-06 13:13:01,,,normal,True,danielwilson@ramirez-gay.com,on-hold,Voluptatem sed amet etincidunt voluptatem sed est. Aliquam eius eius quiquia. Velit neque aliquam ut est. Neque tempora tempora dolor quisquam eius eius tempora. Dolore adipisci non dolore quiquia.,problem,2023-06-23 03:41:03,web_form,,
127,128,514,5,5,514,402,278,2021-01-21 18:59:39,Ut amet sit modi sed non neque porro. Dolore tempora labore non consectetur magnam aliquam adipisci. Quiquia ut dolorem dolore. Tempora quiquia adipisci quisquam. Etincidunt neque ut etincidunt consectetur.,2021-08-04 14:43:13,,,high,True,iwatson@gmail.com,solved,Consectetur voluptatem consectetur amet dolor ut aliquam ipsum. Dolorem numquam velit sed non magnam quaerat. Est non non etincidunt. Sed modi consectetur labore est dolor numquam est. Aliquam sit ut adipisci modi.,task,2021-02-03 11:42:50,helpcenter,,
128,129,514,3,3,514,262,890,2021-05-23 00:59:41,Dolor sit amet dolorem numquam quiquia dolore sed. Neque adipisci dolor modi dolore quisquam dolore magnam. Quisquam numquam tempora modi adipisci consectetur dolorem. Dolorem voluptatem quisquam dolorem. Porro neque sit tempora est ipsum.,2021-09-15 09:32:40,,,low,True,brandoncaldwell@hotmail.com,pending,Tempora modi neque quisquam. Aliquam magnam dolorem quisquam est dolor. Consectetur dolore aliquam voluptatem. Quiquia quaerat sit dolor. Porro neque modi quiquia dolore numquam. Dolore magnam non aliquam consectetur. Consectetur ut dolor numquam quiquia tempora neque modi. Est neque ut consectetur amet dolorem. Numquam dolorem eius numquam consectetur ipsum ut non. Modi dolorem aliquam consectetur non porro.,task,2022-04-26 23:15:14,mail,,
129,130,514,3,1,514,27,372,2021-11-13 20:41:38,Dolorem amet dolorem quisquam quaerat consectetur sit. Labore voluptatem sit porro sed. Amet modi etincidunt ut labore dolore ipsum. Est est ut magnam est porro. Porro dolorem non dolor eius magnam. Quisquam sed consectetur dolor porro magnam non sit. Modi ut labore tempora porro dolore porro est.,2021-12-17 23:44:56,,,normal,True,simpsonjames@yahoo.com,open,Ut quisquam voluptatem amet dolor neque tempora. Consectetur non magnam dolorem labore. Consectetur tempora numquam porro amet dolore etincidunt labore. Amet amet velit dolore adipisci aliquam modi dolor. Neque magnam amet dolor dolore ipsum dolor. Modi labore dolorem tempora. Quiquia magnam adipisci sit etincidunt quiquia numquam aliquam. Neque quiquia velit modi ipsum porro sed sed. Quisquam porro velit velit dolor consectetur.,incident,2022-08-24 03:07:21,helpcenter,,
130,131,514,1,3,514,704,103,2021-07-02 23:57:42,Porro dolore ut eius tempora. Voluptatem tempora neque magnam quaerat. Consectetur quiquia porro labore eius non eius etincidunt. Neque consectetur amet quisquam dolorem consectetur. Neque dolorem ipsum etincidunt adipisci etincidunt. Dolor velit sed voluptatem magnam. Ut quiquia amet velit adipisci adipisci. Dolore modi adipisci numquam modi numquam. Consectetur modi quiquia labore. Velit quiquia amet ipsum modi porro.,2022-03-09 22:13:57,,,urgent,True,kelly50@yahoo.com,pending,Labore modi quiquia dolore sed. Voluptatem aliquam modi est quaerat aliquam. Consectetur numquam sed labore dolorem sed. Quaerat numquam consectetur sed etincidunt. Etincidunt adipisci quiquia adipisci non quisquam. Dolore aliquam quiquia quiquia aliquam amet.,question,2021-12-27 20:44:15,chat,,
131,132,514,2,3,514,412,779,2021-05-18 21:42:59,Adipisci amet voluptatem dolor consectetur. Eius quisquam sit numquam amet ipsum est. Etincidunt quiquia consectetur consectetur dolorem dolore dolore. Quisquam non est voluptatem est quaerat dolorem. Consectetur sit etincidunt aliquam ipsum. Velit velit est neque tempora ut.,2022-01-24 11:32:47,,,normal,True,williamsjoshua@spence.com,open,Labore aliquam est est consectetur. Ut dolore modi aliquam est. Tempora amet quiquia aliquam sit porro quaerat aliquam. Non labore est dolorem magnam sit voluptatem magnam. Ipsum etincidunt porro quaerat quisquam modi dolor consectetur.,task,2021-11-12 15:03:54,helpcenter,,
132,133,514,2,1,514,750,273,2021-06-06 20:58:40,Magnam velit tempora amet. Modi neque est dolor quisquam numquam aliquam. Quaerat dolor amet aliquam quisquam. Quiquia quisquam est sit quisquam aliquam. Consectetur quaerat neque quaerat velit voluptatem dolorem.,2022-06-05 04:49:34,,,low,False,janecollier@salazar-johnson.info,new,Labore modi voluptatem ut ipsum ipsum. Porro neque quiquia dolore etincidunt neque. Labore numquam velit dolorem dolore est. Amet porro dolor ut. Quisquam adipisci neque quaerat quiquia quisquam. Neque ut etincidunt numquam non neque. Dolorem tempora adipisci aliquam quaerat numquam adipisci. Porro quiquia labore numquam magnam porro. Sit ipsum quisquam eius adipisci dolorem etincidunt.,question,2022-04-04 08:25:57,helpcenter,,
133,134,514,4,1,514,938,3,2022-09-10 04:35:03,Adipisci modi amet adipisci tempora dolore est dolore. Neque neque modi eius consectetur. Ut quiquia modi quisquam dolore modi neque eius. Eius aliquam velit sit. Quiquia velit amet non quiquia neque. Porro etincidunt sit magnam voluptatem est. Porro dolore adipisci quisquam dolore tempora.,2023-01-25 21:26:04,,,urgent,False,evelyn23@colon.com,new,Tempora aliquam amet aliquam eius voluptatem etincidunt aliquam. Dolorem amet est quaerat sit dolore numquam ut. Dolor est magnam sit. Voluptatem quisquam eius sit ut dolorem sit ipsum. Etincidunt dolore dolor dolorem adipisci tempora ipsum. Quaerat sed velit magnam neque velit.,incident,2023-09-03 03:38:54,mail,,
134,135,514,3,1,514,526,815,2021-06-18 15:36:18,Labore numquam porro velit dolore etincidunt eius velit. Porro sed ut aliquam etincidunt numquam. Adipisci quiquia aliquam voluptatem sed magnam. Quiquia ut dolore non velit aliquam magnam porro. Quiquia magnam ut porro. Sed modi magnam non modi. Sed tempora dolore labore. Labore numquam ut adipisci quisquam adipisci. Labore consectetur porro neque.,2022-05-31 05:31:16,,,urgent,False,ballsherry@hicks-kelley.net,solved,Magnam amet quisquam non. Porro voluptatem aliquam etincidunt porro eius non. Voluptatem aliquam neque aliquam adipisci amet. Magnam sed voluptatem velit quaerat voluptatem. Etincidunt neque quiquia dolor quiquia quisquam porro ut. Tempora porro sit sit eius voluptatem adipisci porro. Ut modi porro magnam aliquam etincidunt etincidunt.,question,2022-05-15 02:23:57,helpcenter,,
135,136,514,1,2,514,814,702,2021-04-03 19:04:57,Adipisci eius consectetur amet. Quaerat etincidunt porro non velit sit. Dolorem quisquam aliquam neque numquam sit. Quaerat tempora voluptatem adipisci amet. Sed quiquia neque ut est dolore adipisci. Aliquam sit eius dolorem modi modi sed dolorem. Modi consectetur velit numquam ut dolor. Dolorem porro non quisquam neque.,2021-11-27 23:21:40,,,urgent,True,newmankim@hotmail.com,on-hold,Non aliquam quiquia labore modi voluptatem sit modi. Sed magnam numquam sit consectetur. Amet aliquam modi ut non quaerat neque. Modi quiquia numquam amet modi dolore. Ipsum porro eius quaerat dolor labore quaerat. Neque sed sit quaerat ipsum. Ipsum ipsum ipsum quiquia magnam non quaerat. Ipsum dolorem sed est ipsum etincidunt etincidunt quisquam. Eius dolorem quaerat quaerat tempora consectetur adipisci.,question,2021-12-27 18:08:26,facebook_message,,
